Tag,Path,Mode,Methods,Description
OPE,/OPE/SECTPROP,,"GET, POST",Section Properties Calculation Results
OPE,/OPE/SECT_DBNAME/{shape},,GET,Get Ope Sect Dbname With Param
OPE,/OPE/SECT_NAME,,POST,Post Ope Sect Name
OPE,/OPE/SECT_SHAPE,,GET,Get Ope Sect Shape
OPE,/OPE/SECT_SHAPE/{opt},,GET,Get Ope Sect Shape With Param
OPE,/OPE/SMARTGRAPHVALUE,,POST,Post Ope Smartgraphvalue
OPE,/OPE/SSPS,,POST,Surface Spring
OPE,/OPE/SWPCGIRDER_DLG,,POST,Post Ope Swpcgirder Dlg
OPE,/OPE/TEMP_TABLETYPE,,GET,Get Ope Temp Tabletype
OPE,/OPE/TRANSACTION-CANCEL,,POST,Post Ope Transaction Cancel
OPE,/OPE/TRANSACTION-CLOSE,,POST,Post Ope Transaction Close
OPE,/OPE/TRANSACTION-OPEN,,POST,Post Ope Transaction Open
OPE,/OPE/USLC,,POST,Using Load Combinations
OPE,/OPE/UTBLTYPES,,GET,Get Ope Utbltypes
POST,/POST/ANL,,POST,Post Post Anl
POST,/POST/CHART,,POST,Post Post Chart
POST,/POST/PM,,POST,P-M Interaction Diagram
POST,/POST/RCBEAMCHKRATIO,,POST,Post Post Rcbeamchkratio
POST,/POST/RCWALLDGNRATIO,,POST,Post Post Rcwalldgnratio
POST,/POST/STEELCODECHECK,,POST,Steel Code Check
POST,/POST/TABLE,,POST,Cold Formed Design - Cold Formed Steel Member Design Forces
POST,/POST/TEXT,,POST,Pushover Text - Elastic Link Result
POST,/REQUESTINFO/POST/TABLE,,GET,Get Requestinfo Post Table
POST,/REQUESTINFO/POST/TABLE/TYPELIST,,GET,Get Requestinfo Post Table Typelist
POST,/REQUESTINFO/POST/TABLE/{TABLE_TYPE},,GET,Get Requestinfo Post Table With Param
POST,/REQUESTINFO/POST/TABLE_REQUEST/{TABLE_TYPE},,GET,Get Requestinfo Post Table Request With Param
VIEW,/VIEW/ACTIVE,,POST,Active
VIEW,/VIEW/ANGLE,,POST,Viewpoint
VIEW,/VIEW/CAPTURE,,POST,Capture
VIEW,/VIEW/DISPLAY,,POST,Display
VIEW,/VIEW/PRECAPTURE,,POST,Dialog Capture
VIEW,/VIEW/RESULTGRAPHIC,,POST,Crack Ratio - Heat of Hydration Display
VIEW,/VIEW/SELECT,,GET,Select
